L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
9,7,2,0.7777777777777778,7.0,11.0,2304,ln_pr_normalized,0.23490083381496618,0.002885117757618542,0.002898122375082767,7.509620240556146e-05,0.43645121876383997,0.00022114187908670342,300
9,7,2,0.7777777777777778,7.0,12.0,2304,ln_pr_normalized,0.22027777332145262,0.002569039865586879,0.002548907403626033,6.0937644773346e-05,0.4351123641851499,0.0002010957848796545,300
9,7,2,0.7777777777777778,7.0,13.0,2304,ln_pr_normalized,0.20607121388545177,0.0028563266864275157,0.0023154765059380336,5.911591328865471e-05,0.43389198531646667,0.00020207695492944876,300
9,7,2,0.7777777777777778,7.0,14.0,2304,ln_pr_normalized,0.1977189882950776,0.0027860774610033875,0.002158733066315127,5.228577236219534e-05,0.4327745085747866,0.0002208057713940356,300
9,7,2,0.7777777777777778,7.0,15.0,2304,ln_pr_normalized,0.18676935118920895,0.0029432194740071603,0.0020046521189033967,5.4047305991806294e-05,0.4314932276962434,0.00020532301508237606,300
9,7,2,0.7777777777777778,8.0,1.0,2304,ln_pr_normalized,0.7234084323963841,0.0005730948934724882,0.11782380940459132,0.0005167222705089822,0.44364800413589667,5.404434226477487e-07,300
9,7,2,0.7777777777777778,8.0,2.0,2304,ln_pr_normalized,0.6380895422140218,0.002451055592388884,0.063928311817565,0.001173637619242786,0.4435435537063167,1.0322257179576421e-05,300
9,7,2,0.7777777777777778,8.0,3.0,2304,ln_pr_normalized,0.5259393013247213,0.004212387031243851,0.029853994043719703,0.001023735228900901,0.4441424058081533,3.67960170062252e-05,300
9,7,2,0.7777777777777778,8.0,4.0,2304,ln_pr_normalized,0.4106680900885325,0.005145203970914774,0.013647403244102598,0.0007376259915823691,0.44519490684223667,4.4090001442650964e-05,300
9,7,2,0.7777777777777778,8.0,5.0,2304,ln_pr_normalized,0.3424595666230449,0.004108335141220432,0.007302675008299199,0.00030008806467259405,0.44551570873706337,4.29121351329799e-05,300
9,7,2,0.7777777777777778,8.0,6.0,2304,ln_pr_normalized,0.2992185583067409,0.004189402162993772,0.005432871449643167,0.0003159338747668759,0.44522746652243333,6.459574675293211e-05,300
9,7,2,0.7777777777777778,8.0,7.0,2304,ln_pr_normalized,0.2642188035506318,0.003852673275353606,0.0039473737662767,0.00018065821017189065,0.4444306488960266,0.000106322549040632,300
9,7,2,0.7777777777777778,8.0,8.0,2304,ln_pr_normalized,0.24333103399557776,0.0032534379174674398,0.0031650007312034,9.432087768714591e-05,0.4431204500858733,0.00014080626408711634,300
9,7,2,0.7777777777777778,8.0,9.0,2304,ln_pr_normalized,0.22960941311201927,0.003205530713984336,0.0028725512494328,0.00010367821907999822,0.44162891615780336,0.00018344313327427894,300
9,7,2,0.7777777777777778,8.0,10.0,2304,ln_pr_normalized,0.2186335752381558,0.0027585331689529966,0.0025404766829337337,6.444416218329127e-05,0.44011886921971666,0.00018373222184855811,300
9,7,2,0.7777777777777778,8.0,11.0,2304,ln_pr_normalized,0.21196477641838246,0.0027431960984761108,0.0024037209086155667,5.580267842571371e-05,0.43876370182507335,0.00018949326901657345,300
9,7,2,0.7777777777777778,8.0,12.0,2304,ln_pr_normalized,0.1976282836829144,0.002685620578306404,0.0021567985235468766,5.7074804938088036e-05,0.43732066710473666,0.0001999831151707819,300
9,7,2,0.7777777777777778,8.0,13.0,2304,ln_pr_normalized,0.19887276229838596,0.0030105046611848883,0.002230966348200023,7.659311179342336e-05,0.43597671950474337,0.00021014959483125806,300
9,7,2,0.7777777777777778,8.0,14.0,2304,ln_pr_normalized,0.183620537095106,0.002514146982818628,0.0019096374485183234,4.2140843279132815e-05,0.4343875925655366,0.00019558693442452388,300
9,7,2,0.7777777777777778,8.0,15.0,2304,ln_pr_normalized,0.1776643127748048,0.0026917278317295317,0.0018525206470272433,5.222562271559206e-05,0.4337243721461933,0.0002224199217288126,300
9,7,2,0.7777777777777778,9.0,1.0,2304,ln_pr_normalized,0.7166339960231841,0.0005976174662737024,0.11183096596690999,0.000509856665614497,0.44381225530114665,4.6778407809192144e-07,300
9,7,2,0.7777777777777778,9.0,2.0,2304,ln_pr_normalized,0.6375818257902661,0.0023706422240317025,0.06341304033931201,0.001099032829886858,0.4437872467954667,4.260994387682102e-06,300
9,7,2,0.7777777777777778,9.0,3.0,2304,ln_pr_normalized,0.5035597142913963,0.0044979004856311195,0.02575404986191977,0.0009631486262872799,0.4443389215078166,3.5656410477700555e-05,300
