L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
9,8,2,10.0,14.0,1.0,1.0450871208871804,0.9215858146864756,0.171007514356897,True
9,8,2,1.0,15.0,1.0,-0.0,1.0,0.21991816518759744,True
9,8,2,2.0,15.0,1.0,0.050925831164320166,0.999828496821737,0.21814758521346514,True
9,8,2,3.0,15.0,1.0,0.11671365273136486,0.999090542285709,0.2200388670103104,True
9,8,2,4.0,15.0,1.0,0.19333762867521997,0.9974780169993402,0.22904014616935625,True
9,8,2,5.0,15.0,1.0,0.28006309072404584,0.9946490861226519,0.21421584624229822,True
9,8,2,6.0,15.0,1.0,0.37750301462117514,0.9901677113867678,0.2043756864485853,True
9,8,2,7.0,15.0,1.0,0.48715779770939616,0.9834428739568923,0.19335156604529194,True
9,8,2,8.0,15.0,1.0,0.6114176022792015,0.9736438118690995,0.18611301029677207,True
9,8,2,9.0,15.0,1.0,0.7538262794669239,0.9595669200829154,0.17327696181721733,True
